uid,state,ll,elev,name
3426,CA,"[-123.6363, 40.9466]",464.0,WILLOW CREEK 1 NW
3427,CA,"[-120.5, 41.01667]",5325.0,MADELINE
3428,CA,"[-121.5, 41]",2880.0,PIT RIVER P H 1
3429,CA,"[-121.435, 41.008]",3300.0,FALL RIVER MILLS
3430,CA,"[-122.4, 41.01667]",1650.0,GIBSON HIGHWAY MNT STN
3431,CA,"[-122.68333, 41]",2303.0,TRINITY CENTER RANGER STN
3432,CA,"[-123.65, 41.03333]",322.0,HOOPA 2 SE
3433,CA,"[-122.7086, 41.0894]",2503.0,COFFEE CREEK RS
3434,CA,"[-123.66667, 41.05]",361.0,HOOPA
3435,CA,"[-123.6755, 41.0483]",336.0,HOOPA
3436,CA,"[-124.15, 41.06667]",,TRINIDAD MARINE LAB
3437,CA,"[-121.1347, 41.1208]",4125.0,BIEBER
3438,CA,"[-121.51667, 41.1]",3323.0,DANA 2 SE
3439,CA,"[-120.2, 41.18333]",7005.0,PATTERSON MEADOW
3440,CA,"[-121.93333, 41.16667]",5305.0,STOUTS MEADOW
3441,CA,"[-122.31667, 41.15]",2080.0,CASTLE CRAGS STATE PARK
3442,CA,"[-123.88333, 41.15]",3061.0,SCHOOLHOUSE PEAK
3443,CA,"[-123.91667, 41.18333]",2480.0,ORICK 10 SE
3444,CA,"[-120.78333, 41.23333]",6004.0,SWEAGERT FLAT
3445,CA,"[-120.9447, 41.1936]",4195.0,ADIN RANGER STATION
3446,CA,"[-121.21667, 41.23333]",4213.0,POTTERS SAWMILL
3447,CA,"[-121.2, 41.2]",4183.0,LOOKOUT 3 WSW
3448,CA,"[-121.3741, 41.2122]",3650.0,DAY
3449,CA,"[-122.28167, 41.1831]",2169.0,DUNSMUIR TREATMENT PL
3450,CA,"[-122.26667, 41.21667]",2421.0,DUNSMUIR
3451,CA,"[-122.53333, 41.2]",5705.0,MUMBO BASIN
3452,CA,"[-120.2947, 41.2683]",5400.0,JESS VALLEY
3453,CA,"[-122.11667, 41.25]",3281.0,MC CLOUD RANGER STN
3454,CA,"[-122.13824, 41.2516]",3233.0,MCCLOUD
3455,CA,"[-123.31667, 41.26667]",1240.0,FORKS OF SALMON
3456,CA,"[-124.06667, 41.28333]",5.0,ORICK
3457,CA,"[-122.82484, 41.3378]",3085.0,CALLAHAN
3458,CA,"[-123.13298, 41.30102]",2255.0,SAWYERS BAR RS
3459,CA,"[-123.5344, 41.3033]",433.0,ORLEANS RS
3460,CA,"[-121.05, 41.36667]",4505.0,CANBY 11SW
3461,CA,"[-122.2, 41.36667]",7844.0,MOUNT SHASTA SKI BOWL
3462,CA,"[-122.26667, 41.36667]",7507.0,MOUNT SHASTA SLOPE
3463,CA,"[-123.48333, 41.38333]",522.0,SOMESBAR 1 W
3464,CA,"[-124.0191, 41.3619]",160.0,ORICK PRAIRIE CREEK PARK
3465,CA,"[-121.1, 41.41667]",6243.0,HAPPY CAMP LO
3466,CA,"[-122.38333, 41.43333]",3589.0,WEED FIRE DEPT
3467,CA,"[-123.76667, 41.4]",4813.0,BLUE CREEK MTN L O
3468,CA,"[-120.23333, 41.45]",6306.0,PEPPERDINES CAMP
3469,CA,"[-120.9016, 41.4219]",4310.0,CANBY 3 SW
3470,CA,"[-121.41667, 41.46667]",4383.0,LONG BELL STN
3471,CA,"[-122.89941, 41.45738]",2960.0,ETNA
3472,CA,"[-122.86667, 41.53333]",,FORT JONES
3473,CA,"[-120.5437, 41.4901]",4378.0,ALTURAS
3474,CA,"[-120.53333, 41.5]",4388.0,ALTURAS
3475,CA,"[-124, 41.51667]",6.0,KLAMATH GLEN
3476,CA,"[-124.05, 41.53333]",56.0,KLAMATH 2
3477,CA,"[-124.07472, 41.57861]",28.0,KLAMATH
3478,CA,"[-121.61667, 41.58333]",6736.0,MEDICINE LAKE
3479,CA,"[-121.91667, 41.58333]",4754.0,TENNANT
3480,CA,"[-122.13333, 41.56667]",5764.0,BRAY 10 WSW
3481,CA,"[-122.71667, 41.58333]",3323.0,FORT JONES 6 ESE
3482,CA,"[-122.9236, 41.5519]",2820.0,GREENVIEW
3483,CA,"[-120.21667, 41.63333]",4613.0,LAKE CITY
3484,CA,"[-121.2, 41.6]",4413.0,TULELAKE INSPECTION STN
3485,CA,"[-122.2, 41.63333]",5092.0,GRASS LAKE HWY MNTC ST
3486,CA,"[-122.84775, 41.60104]",2729.0,FORT JONES RS
3487,CA,"[-123.01667, 41.63333]",2631.0,FORT JONES TELEMETERING
3488,CA,"[-122.75, 41.66667]",3504.0,SOAP CREEK
3489,CA,"[-120.36667, 41.73333]",4754.0,DAVIS CREEK
3490,CA,"[-120.55, 41.7]",5062.0,DEAD HORSE RES 2 SE
3491,CA,"[-121.5011, 41.7019]",4770.0,LAVA BEDS NAT MON
3492,CA,"[-121.8, 41.73333]",4383.0,MOUNT HEBRON 11 ESE
3493,CA,"[-122.55, 41.73333]",2519.0,MONTAGUE YREKA MUNI AP
3494,CA,"[-122.63333, 41.71667]",2631.0,YREKA RANGER STN
3495,CA,"[-123.45, 41.71667]",981.0,CLEAR CREEK
3496,CA,"[-122.48333, 41.76667]",2608.0,MONTAGUE
3497,CA,"[-120.25, 41.75]",6785.0,LASSEN CREEK UPPER
3498,CA,"[-122.0447, 41.7836]",4250.0,MOUNT HEBRON RS
3499,CA,"[-123, 41.75]",1722.0,SCOTT BAR GS
3500,CA,"[-124.2147, 41.7958]",43.0,CRESCENT CITY 3 NNW
3501,CA,"[-124.2, 41.76667]",49.0,CRESCENT CITY MNTC STN
3502,CA,"[-124.23667, 41.78028]",57.0,CRESCENT CITY MCNAMARA AP
3504,CA,"[-120.75, 41.83333]",5203.0,WILLOW CREEK RANCH
3505,CA,"[-122.5, 41.81667]",2651.0,BETTS RANCH
3506,CA,"[-122.8502, 41.8391]",1980.0,OAK KNOLL W. C.
3507,CA,"[-123.86667, 41.83333]",3704.0,CAMP SIX LOOKOUT
3508,CA,"[-124.085, 41.79417]",120.0,CRESCENT CITY 7 ENE
3509,CA,"[-124.38333, 41.83333]",,SAINT GEORGE REEF LIGHT STN
3510,CA,"[-120.1574, 41.8715]",4739.0,FORT BIDWELL
3511,CA,"[-120.5, 41.86667]",4892.0,GOOSE LAKE WEST
3512,CA,"[-120.73333, 41.88333]",5184.0,CROWDER FLAT
3513,CA,"[-120.95, 41.86667]",4554.0,STEELE SWAMP
3514,CA,"[-122.23333, 41.86667]",6145.0,BESWICK 7 S
3515,CA,"[-122.88333, 41.85]",1700.0,OAK KNOLL R S NO 2
3516,CA,"[-123.9647, 41.8452]",387.0,GASQUET RS
3517,CA,"[-124.15, 41.86667]",46.0,FORT DICK
3518,CA,"[-124.13528, 41.88083]",,FORT DICK RIVER
3519,CA,"[-121.06667, 41.93333]",4573.0,CLEAR LAKE DAM
3520,CA,"[-121.56667, 41.91667]",4032.0,TULELAKE 5 WSW
3521,CA,"[-123.76667, 41.9]",1250.0,IDLEWILD HWY MNTNC STN
3522,CA,"[-120.26667, 41.98333]",5292.0,NEW PINE CREEK 2 E
3523,CA,"[-121.47449, 41.95999]",4038.0,TULELAKE
3524,CA,"[-122.3378, 41.9797]",2703.0,COPCO NO 1 DAM
3525,CA,"[-124.2, 41.95]",30.0,SMITH RIVER 3 WNW
3526,CA,"[-122.63333, 42]",2904.0,HILTS SLASH DISPOSAL
3527,CA,"[-123.7183, 41.988]",1708.0,ELK VALLEY
3528,CA,"[-122.47167, 37.59167]",475.0,PACIFICA 4 SSE
3529,CA,"[-124.06667, 40.03333]",110.0,SHELTER COVE
3530,CA,"[-119.08333, 34.35]",,SANTA PAULA AP
3531,CA,"[-117.0219, 34.8927]",2220.0,BARSTOW
3532,CA,"[-117.8213, 35.6513]",2430.0,INYOKERN
3533,CA,"[-118.16667, 35.05]",,MOJAVE MCAS
3534,CA,"[-116.38333, 33.73333]",195.0,PALM DESERT
3535,CA,"[-117.8969, 34.5025]",3101.0,PEARBLOSSOM
3536,CA,"[-116.03333, 34.13333]",,CONDOR FIELD AAF
3537,CA,"[-118.43333, 34.06667]",,LOS ANGELES AAF
3538,CA,"[-116.928, 32.8005]",495.0,EL CAJON
3539,CA,"[-122.1241, 38.4916]",480.0,MARKLEY COVE
3540,CA,"[-122.23333, 38.88333]",369.0,RUMSEY 1 NW
3541,CA,"[-122.26667, 41.21667]",2284.0,DUNSMUIR
3542,CA,"[-120.23333, 39.16667]",6960.0,ALPINE MEADOWS
3543,CA,"[-118.15, 35.06667]",2787.0,MOJAVE AP
3544,CA,"[-116.01667, 33.35]",-82.0,HABITAT
3545,CA,"[-118.4122, 35.3836]",4235.0,LORAINE 5 NNE
3546,CA,"[-117.1766, 32.6919]",18.0,CORONADO FIRE DEPT
3547,CA,"[-116.55861, 32.92722]",4870.0,CUYAMACA RANCHO ST PARK
3548,CA,"[-117.2483, 33.3836]",698.0,FALLBROOK FIRE DEPT
3549,CA,"[-117.2619, 32.9719]",12.0,DEL MAR FIRE DEPT
3550,CA,"[-117.1141, 32.5758]",22.0,IMPERIAL BEACH FIRE DEPT
3551,CA,"[-117.03, 32.7383]",427.0,LEMON GROVE FIRE DEPARTMENT
3552,CA,"[-117.09972, 32.67056]",30.0,NATIONAL CITY FIRE DEPT
3553,CA,"[-117.2392, 32.6747]",419.0,POINT LOMA #2
3554,CA,"[-117.06667, 32.76667]",410.0,SAN DIEGO ST UNIV
3555,CA,"[-117.0058, 32.7097]",270.0,SPRING VALLEY FIRE DEPT
3556,CA,"[-116.42167, 32.87583]",5760.0,MT LAGUNA # 2
3557,CA,"[-116.97333, 32.84056]",340.0,SANTEE FIRE DEPT
3558,CA,"[-119.4489, 38.5133]",5564.0,COLEVILLE 5 SE
3559,CA,"[-119.1194, 37.9567]",6797.0,LEE VINING
3560,CA,"[-116.45, 35.51667]",,GOAT MOUNTAIN LIVE FIRE TOC
3562,CA,"[-121.96667, 37.58333]",85.0,NILES 1 ENE
3563,CA,"[-118.56667, 34.36667]",1400.0,NEWHALL
3564,CA,"[-117.8425, 33.8647]",235.0,ANAHEIM
3565,CA,"[-121.68333, 36.63333]",60.0,SALINAS 6 SSW
3567,CA,"[-124.05389, 41.78944]",110.0,SMITH RIVER HIOUCHI
3568,CA,"[-122.06667, 37.05]",270.0,FELTON 1 S
3569,CA,"[-117.4, 33.21667]",30.0,OCEANSIDE SMALL CRAFT HARBOR
3570,CA,"[-122.83528, 38.61333]",77.0,HEALDSBURG RUSSIAN RIVER
3572,CA,"[-122.2202, 40.1622]",265.0,RED BLUFF TREATMENT PLANT
3573,CA,"[-120.4863, 38.0047]",960.0,NEW MELONES DAM HQ
3574,CA,"[-122.93028, 38.10056]",175.0,POINT REYES ALERT
3575,CA,"[-120.398, 35.1844]",927.0,ARROYO GRANDE 11 ENE
3576,CA,"[-118.9617, 37.6478]",7804.0,MAMMOTH LAKES RS
3577,CA,"[-121.77222, 36.24583]",240.0,BIG SUR 3 SE
3578,CA,"[-119.1038, 34.7333]",5169.0,FRAZIER PARK 9 SW
3579,CA,"[-120.68333, 37.4]",136.0,LIVINGSTON NEAR
3580,CA,"[-122.32778, 37.26083]",92.0,PESCADERO 3 E
3582,CA,"[-121.07115, 39.4397]",2500.0,CAMPTONVILLE 1SW
3583,CA,"[-115.18333, 32.96667]",210.0,IMPERIAL SAND DUNES
3584,CA,"[-121.8555, 36.5927]",122.0,MONTEREY WFO
3585,CA,"[-122.185, 37.3133]",2270.0,SKYLINE RIDGE PRESERVE
28720,CA,"[-122.0158, 37.5422]",38.0,FREMONT
28850,CA,"[-123.3738, 40.3186]",2763.0,MAD RIVER 12 SE
28857,CA,"[-118.3647, 37.3683]",4108.0,BISHOP FS
28970,CA,"[-118.5938, 34.3933]",1765.0,NEWHALL 5NW
28974,CA,"[-121.38722, 38.60917]",54.0,SACRAMENTO NWSO
28987,CA,"[-120.3714, 36.7567]",162.0,MENDOTA
28996,CA,"[-118.4222, 35.1011]",4220.0,TEHACHAPI 4 SE
29012,CA,"[-122.21389, 37.48778]",10.0,REDWOOD CITY #2
29053,CA,"[-117.6386, 34.3617]",6000.0,WRIGHTWOOD
29113,CA,"[-122.22806, 40.16333]",310.0,RED BLUFF NO 2
29114,CA,"[-122.2988, 40.5194]",502.0,REDDING CDF
29115,CA,"[-121.25139, 37.89917]",22.0,STOCKTON 5 SSE
29116,CA,"[-122.1869, 38.1]",341.0,VALLEJO
29174,CA,"[-118.525, 34.2447]",904.0,NORTHRIDGE CAL STATE
29180,CA,"[-119.1375, 34.2066]",52.0,OXNARD WFO
29199,CA,"[-122.3913, 40.8988]",1398.0,LAKEHEAD
29270,CA,"[-119.62889, 36.31889]",249.0,HANFORD MUNICIPAL AP
29271,CA,"[-116.91583, 33.0375]",1393.0,RAMONA AIRPORT
29282,CA,"[-121.9575, 38.3775]",109.0,VACAVILLE NUT TREE AP
29283,CA,"[-120.56444, 41.49139]",4375.0,ALTURAS MUNICIPAL AP
29285,CA,"[-120.11056, 36.98778]",253.0,MADERA MUNICIPAL AP
29290,CA,"[-118.41333, 34.25917]",1003.0,LOS ANGELES WHITEMAN AP
29334,CA,"[-119.3906, 35.8667]",210.0,ALLENSWORTH STATE PARK
29335,CA,"[-119.0508, 35.4186]",470.0,BAKERSFIELD 5 NW
29336,CA,"[-120.25, 37.1575]",245.0,CHOWCHILLA 2 N
29337,CA,"[-119.7092, 36.7672]",338.0,FRESNO 5 NE
29400,CA,"[-119.6006, 36.8594]",435.0,CLOVIS 5 NE
29415,CA,"[-119.62167, 36.72306]",330.0,SANGER 4 WNW
29416,CA,"[-119.4092, 35.5439]",275.0,WASCO 5 SW
29451,CA,"[-117.34944, 33.21944]",28.0,OCEANSIDE MUNICIPAL AP
29462,CA,"[-119.1427, 35.7333]",475.0,DELANO 7 ESE
29463,CA,"[-120.9648, 37.2612]",75.0,GUSTINE 2 E
29464,CA,"[-119.0842, 35.0584]",492.0,METTLER 7 W
29465,CA,"[-117.2315, 32.76536]",14.0,SAN DIEGO SEAWORLD
29497,CA,"[-119.4619, 36.6094]",350.0,REEDLEY COLLEGE
29500,CA,"[-117.3931, 34.1297]",1420.0,RIALTO
29526,CA,"[-116.3, 32.66667]",3600.0,BOULEVARD 2
29543,CA,"[-124.10861, 40.97806]",200.0,ARCATA EUREKA AP
29568,CA,"[-121.85, 39.8]",272.0,CHICO ARMY FLYING SCH
29577,CA,"[-117.8836, 33.6031]",10.0,NEWPORT BEACH HARBOR
29594,CA,"[-117.09, 33.121]",600.0,ESCONDIDO NO. 2
29596,CA,"[-122.2986, 40.5175]",497.0,REDDING MUNICIPAL AP
29617,CA,"[-118.41583, 33.405]",1602.0,AVALON CATALINA AP
29618,CA,"[-118.4, 33.41667]",1575.0,SANTA CATALINA
29624,CA,"[-120.4486, 34.8994]",242.0,SANTA MARIA PUBLIC AP
29646,CA,"[-122.33278, 41.3325]",3535.0,MOUNT SHASTA
29647,CA,"[-122.3, 41.28333]",3581.0,MOUNT SHASTA AP
29652,CA,"[-122.22972, 40.17861]",236.0,RED BLUFF HWY 99E BRDG
29653,CA,"[-122.2536, 40.1519]",353.0,RED BLUFF MUNICIPAL AP
29656,CA,"[-114.5936, 34.83]",480.0,NEEDLES
29657,CA,"[-114.6188, 34.7675]",890.0,NEEDLES AIRPORT
29660,CA,"[-123.13917, 41.14167]",2310.0,CECILVILLE
29661,CA,"[-123.05, 41.1]",3002.0,CECILVILLE 5 SE
29672,CA,"[-118.45, 35.71667]",2733.0,WOFFORD HEIGHTS KERNVILLE
29674,CA,"[-120.58333, 34.66667]",,POINT ARGUELLO AFWB
29675,CA,"[-117.6931, 35.6875]",2230.0,CHINA LAKE NAF
29676,CA,"[-118.48333, 33.36667]",449.0,SANTA CATALINA AVALON FLD
29677,CA,"[-118.31667, 33.35]",25.0,AVALON PLEASURE PIER
29679,CA,"[-120.6631, 40.4167]",4212.0,SUSANVILLE 2SW
29681,CA,"[-118.7497, 35.0233]",1425.0,TEJON RANCHO
29682,CA,"[-118.75, 35.03333]",1424.0,TEJON RANCHO
29683,CA,"[-119.51667, 33.25]",892.0,SAN NICOLAS ISLAND USC
29684,CA,"[-119.45805, 33.23972]",568.0,SAN NICOLAS IS
29685,CA,"[-119.8, 33.25]",505.0,SAN NICOLAS ISLAND
29706,CA,"[-121.28472, 35.66556]",59.0,SAN SIMEON POINT PIEDRAS BLANCAS
29710,CA,"[-118.3575, 34.20056]",775.0,BURBANK GLENDALE PASADENA AP
30731,CA,"[-122.13863, 37.76439]",395.0,OAKLAND 7.8 SE
30732,CA,"[-120.80451, 38.39044]",1266.0,SUTTER CREEK 0.1 WSW
30733,CA,"[-120.64117, 38.38924]",2714.0,PINE GROVE 1.9 SSE
30734,CA,"[-121.86142, 39.74943]",190.0,CHICO 2.9 W
30735,CA,"[-121.90482, 39.85899]",266.0,CHICO 8.9 NW
30736,CA,"[-121.832, 39.737]",209.0,CHICO 1.8 SW
30737,CA,"[-121.58193, 39.80362]",2327.0,MAGALIA 2.3 SE
30738,CA,"[-121.89147, 39.79986]",191.0,CHICO 5.5 NW
30739,CA,"[-122.13841, 37.86981]",748.0,MORAGA 2.4 NNW
30740,CA,"[-124.13598, 41.91528]",120.0,SMITH RIVER 1.1 SSE
30741,CA,"[-124.15128, 41.86526]",49.0,FORT DICK 0.2 SSW
30742,CA,"[-120.634, 38.7186]",3108.0,CAMINO 2.6 ESE
30743,CA,"[-119.39644, 36.97847]",2111.0,TOLLHOUSE 2.8 SSE
30744,CA,"[-119.68082, 36.83303]",375.0,CLOVIS 1.3 NE
30745,CA,"[-119.82221, 36.80533]",319.0,FRESNO 2.4 NW
30746,CA,"[-124.09508, 40.89595]",32.0,ARCATA 2.1 NNW
30747,CA,"[-118.36301, 34.27934]",1239.0,SAN FERNANDO 4.2 E
30748,CA,"[-120.674, 40.363]",4347.0,SUSANVILLE 3.5 SSW
30749,CA,"[-120.66001, 40.40675]",4220.0,SUSANVILLE 0.6 WSW
30750,CA,"[-119.73805, 37.39964]",2840.0,AHWAHNEE 2.5 NNW
30751,CA,"[-123.76981, 39.65671]",722.0,WESTPORT 1.6 NNE
30752,CA,"[-123.7096, 39.1878]",636.0,ALBION 4.0 SE
30753,CA,"[-123.5343, 39.814]",2078.0,LAYTONVILLE 9.8 NNW
30754,CA,"[-122.57135, 38.0268]",185.0,LUCAS VALLEY 0.7 SSW
30755,CA,"[-122.59074, 37.98098]",146.0,FAIRFAX 0.6 SSE
30756,CA,"[-121.90541, 36.59022]",235.0,MONTEREY 1.5 WSW
30757,CA,"[-121.88611, 36.58583]",164.0,MONTEREY 1.1 SSW
30758,CA,"[-122.21715, 38.21017]",319.0,AMERICAN CANYON 3.5 NE
30759,CA,"[-121.08931, 39.10594]",1677.0,ALTA SIERRA 2.3 WSW
30760,CA,"[-120.99302, 39.18631]",2784.0,GRASS VALLEY 4.2 SE
30761,CA,"[-121.04628, 39.23816]",2782.0,GRASS VALLEY 1.3 NNE
30762,CA,"[-121.09167, 39.19429]",2334.0,GRASS VALLEY 2.7 SW
30763,CA,"[-117.77805, 33.82614]",649.0,ORANGE 3.0 ENE
30764,CA,"[-121.2436, 38.8175]",550.0,ROCKLIN 1.1 N
30765,CA,"[-121.2575, 38.7399]",156.0,ROSEVILLE 2.4 SE
30766,CA,"[-120.98596, 38.99622]",1983.0,APPLEGATE 0.5 SE
30767,CA,"[-117.35888, 33.60917]",3095.0,LAKE ELSINORE 4.7 SSW
30768,CA,"[-117.14043, 33.58385]",1312.0,MURRIETA 4.3 ENE
30769,CA,"[-121.52042, 38.51208]",8.0,SACRAMENTO 4.7 SW
30770,CA,"[-121.2518, 38.6762]",199.0,FAIR OAKS 1.9 N
30771,CA,"[-121.63236, 37.09198]",338.0,MORGAN HILL 2.7 S
30772,CA,"[-121.82399, 37.38593]",293.0,SAN JOSE 5.8 NNE
30773,CA,"[-121.82696, 37.25921]",179.0,SAN JOSE 3.3 SSE
30774,CA,"[-117.29202, 33.07568]",188.0,ENCINITAS 2.7N
30775,CA,"[-117.22141, 33.09455]",605.0,CARLSBAD 8.7SE
30776,CA,"[-116.99248, 33.05627]",1585.0,ESCONDIDO 7.2 SE
30777,CA,"[-116.82775, 33.0507]",2034.0,RAMONA 3ENE
30778,CA,"[-117.06353, 32.80041]",312.0,SAN DIEGO 8NE
30779,CA,"[-117.10621, 33.01389]",687.0,RANCHO BERNARDO 1.9WSW
30780,CA,"[-117.16262, 32.9173]",406.0,SAN DIEGO 13.9N
30781,CA,"[-122.47409, 37.7776]",205.0,SAN FRANCISCO 3.0 W
30782,CA,"[-121.70108, 40.53178]",4217.0,SHINGLETOWN 10.3 ENE
30783,CA,"[-122.376, 40.619]",665.0,REDDING 3.3 N
30784,CA,"[-121.90886, 40.52996]",2582.0,SHINGLETOWN 2.8 NNW
30785,CA,"[-122.31888, 40.45933]",439.0,ANDERSON 1.5 WNW
30786,CA,"[-122.40071, 40.60238]",661.0,REDDING 2.8 NW
30787,CA,"[-121.83395, 40.51947]",3796.0,SHINGLETOWN 3.5 ENE
30788,CA,"[-122.39481, 40.5746]",635.0,REDDING 1.6 W
30789,CA,"[-122.39694, 41.36391]",3911.0,MOUNT SHASTA 5.1 NW
30790,CA,"[-121.92304, 41.9633]",4249.0,DORRIS 0.2 SW
30791,CA,"[-120.70117, 35.55492]",792.0,TEMPLETON 0.4 E
30792,CA,"[-120.8037, 35.53495]",1469.0,TEMPLETON 5.5 WSW
30793,CA,"[-122.44542, 37.47771]",36.0,HALF MOON BAY 0.7 NW
30794,CA,"[-122.47895, 37.5085]",78.0,EL GRANADA 0.7 W
30795,CA,"[-123.20583, 38.56528]",645.0,CAZADERO 6.9 WNW
30796,CA,"[-123.18856, 38.53186]",1211.0,CAZADERO 5.6 W
30797,CA,"[-123.0046, 38.48472]",69.0,GUERNEVILLE 2.0 SSW
30798,CA,"[-122.55068, 38.3823]",365.0,GLEN ELLEN 1.9 NNW
30799,CA,"[-117.2647, 34.4199]",3062.0,HESPERIA 2.1 E
30800,CA,"[-117.59771, 34.12235]",1379.0,RANCHO CUCAMONGA 1.6 W
30801,CA,"[-117.0177, 34.9237]",2170.0,BARSTOW 4.2 NE
30802,CA,"[-116.93834, 34.27119]",7030.0,FAWNSKIN 0.3 NE
30803,CA,"[-121.9363, 37.0022]",414.0,SOQUEL 0.8 NE
30804,CA,"[-122.07504, 37.00641]",969.0,SANTA CRUZ 3.1 NW
30805,CA,"[-122.35154, 40.15908]",418.0,RED BLUFF 6.0 W
30806,CA,"[-122.33334, 40.28699]",635.0,COTTONWOOD 7.7 SSW
30807,CA,"[-122.23474, 40.20734]",428.0,RED BLUFF 2.3 N
30808,CA,"[-122.3603, 40.22424]",557.0,RED BLUFF 7.2 WNW
30809,CA,"[-122.23619, 40.15763]",323.0,RED BLUFF 1.1 S
30810,CA,"[-122.20087, 40.36897]",567.0,COTTONWOOD 4.4 ESE
30811,CA,"[-122.28055, 40.24166]",497.0,RED BLUFF 5.1 NNW
30812,CA,"[-122.37845, 40.28207]",639.0,COTTONWOOD 9.1 SW
30813,CA,"[-122.26575, 40.21613]",368.0,RED BLUFF 3.2 NNW
30814,CA,"[-122.32613, 40.17145]",501.0,RED BLUFF 4.5 W
30815,CA,"[-122.30184, 40.34098]",554.0,COTTONWOOD 3.6 SSW
30841,CA,"[-122.31777, 41.32191]",3613.0,MOUNT SHASTA
30843,CA,"[-117.83333, 35.66667]",2457.0,INYOKERN KERN COUNTY
30844,CA,"[-119.4, 36.31667]",295.0,VISALIA MUNICIPAL AP
30845,CA,"[-121.7886, 36.9358]",160.0,WATSONVILLE MUNICIPAL AP
30846,CA,"[-122.05, 37.35]",,SUNNYVALE NAS
30848,CA,"[-122.8102, 38.5038]",114.0,SANTA ROSA SONOMA CO AP
30849,CA,"[-119.65333, 37.33111]",2230.0,OAKHURST
30932,CA,"[-119.7361, 35.5356]",500.0,LOST HILLS 7 SSW
30961,CA,"[-119.3, 34.48333]",875.0,WHEELER SPRINGS 2 SSW
31018,CA,"[-121.1683, 35.6841]",1526.0,HEARST CASTLE
31035,CA,"[-118.4794, 34.0869]",1117.0,GETTY CENTER
31036,CA,"[-122.998, 38.5036]",60.0,GUERNEVILLE
31057,CA,"[-117.2661, 34.4206]",3055.0,HESPERIA 2E
31072,CA,"[-120.65083, 39.30333]",5250.0,EMIGRANT GAP
31073,CA,"[-117.0813, 33.0216]",690.0,RANCHO BERNARDO
31137,CA,"[-122.075, 37.05056]",400.0,FELTON
31155,CA,"[-118.42056, 35.72806]",2614.0,KERN VALLEY
31158,CA,"[-122.48417, 37.61028]",125.0,PACIFICA 2S
31231,CA,"[-117.89639, 34.05194]",575.0,WEST COVINA
31232,CA,"[-120.51222, 38.44472]",3000.0,PIONEER 6E
31263,CA,"[-118.8569, 35.2892]",575.0,LAMONT 4 NE
31270,CA,"[-117.5525, 33.5319]",375.0,SAN JUAN CANYON
31360,CA,"[-120.59222, 39.6175]",5457.0,BASSETS STATION
31418,CA,"[-120.07611, 38.44056]",6900.0,BEAR VALLEY
31460,CA,"[-122.35667, 38.395]",95.0,YOUNTVILLE
31517,CA,"[-117.2788, 34.5363]",2780.0,APPLE VALLEY #2
31548,CA,"[-116.1688, 33.1552]",390.0,OCOTILLO WELLS 2W
31589,CA,"[-117.723, 33.72]",540.0,IRVINE RANCH
31614,CA,"[-116.4194, 32.8672]",5920.0,MT. LAGUNA #3
31620,CA,"[-118.3305, 33.338]",90.0,AVALON INLAND
31661,CA,"[-115.3925, 33.7377]",747.0,DESERT CENTER 2 NNE
31670,CA,"[-118.34195, 33.80167]",90.0,TORRANCE AP
31696,CA,"[-120.8825, 37.2381]",78.0,MERCED 23 WSW
31743,CA,"[-122.6068, 40.6507]",1418.0,REDDING 12 WNW
31753,CA,"[-117.1449, 36.602]",84.0,STOVEPIPE WELLS 1 SW
31764,CA,"[-122.24286, 40.21452]",406.0,RED BLUFF 2.8 N
31765,CA,"[-122.34724, 40.30706]",585.0,COTTONWOOD 6.7 SSW
31774,CA,"[-118.2911, 34.0236]",179.0,LOS ANGELES DOWNTOWN/USC
31779,CA,"[-119.81667, 36.73333]",276.0,FRESNO CHANDLER DOWNTOWN AP
31780,CA,"[-119.7194, 36.78]",333.0,FRESNO YOSEMITE INT'L
31784,CA,"[-123.81667, 39.4]",,FORT BRAGG
31810,CA,"[-121.8453, 36.5881]",165.0,MONTEREY PENINSUL AP
31812,CA,"[-120.65, 35.6]",810.0,PASO ROBLES CAA AIRPORT
31813,CA,"[-120.6283, 35.6697]",810.0,PASO ROBLES MUNICIPAL AP
31815,CA,"[-122.46806, 41.78139]",2651.0,MONTAGUE SISKIYOU AIRPORT
31816,CA,"[-121.924, 37.3591]",51.0,SAN JOSE
31817,CA,"[-121.92417, 37.35917]",51.0,SAN JOSE INTL AP
31858,CA,"[-117.7063, 33.4613]",10.0,DANA POINT
31914,CA,"[-116.5043, 33.8222]",409.0,PALM SPRINGS ASOS
31938,CA,"[-118.89861, 34.18194]",783.0,THOUSAND OAKS 1 SW
31940,CA,"[-118.1319, 33.8744]",34.0,BELLFLOWER
31956,CA,"[-118.9455, 34.4086]",495.0,FILLMORE 2 W
31963,CA,"[-116.97944, 32.57222]",515.0,SAN DIEGO BROWN FIELD
32031,CA,"[-117.09528, 33.46444]",1190.0,TEMECULA 3SE
32047,CA,"[-124.06778, 40.03306]",69.0,SHELTER COVE AIRPORT
32385,CA,"[-122.25, 38.57944]",455.0,LAKE BERRYESSA
32409,CA,"[-118.33334, 33.8]",105.0,FT MACARTHUR AFB
32410,CA,"[-117.25, 33.86667]",1490.0,MARCH FIELD
32411,CA,"[-121.75, 37.1]",640.0,MORGAN HILL 6 WSW
32423,CA,"[-120.50333, 38.75806]",3440.0,PACIFIC HOUSE #2
